n_agents,n_families,panel,n,base_rate,auc_pr,lift,auroc,mean_disagreement
6,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.691,3.87,0.903,0.176
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.687,3.85,0.894,0.212
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.681,3.82,0.883,0.204
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.668,3.74,0.886,0.196
6,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.66,3.7,0.885,0.257
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.659,3.69,0.882,0.213
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.65,3.64,0.879,0.209
6,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.651,3.64,0.887,0.193
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.642,3.6,0.88,0.228
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.64,3.58,0.868,0.222
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.636,3.56,0.877,0.212
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.634,3.55,0.858,0.281
6,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.631,3.54,0.877,0.212
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.626,3.51,0.867,0.204
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.625,3.5,0.868,0.272
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.621,3.48,0.86,0.266
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.621,3.48,0.866,0.23
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.616,3.45,0.866,0.23
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.612,3.43,0.854,0.272
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.61,3.42,0.864,0.285
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.608,3.41,0.854,0.223
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.606,3.4,0.868,0.226
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.602,3.37,0.866,0.213
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.597,3.35,0.854,0.286
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.595,3.34,0.858,0.273
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.596,3.34,0.853,0.283
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.592,3.32,0.852,0.236
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.591,3.31,0.868,0.191
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.589,3.3,0.848,0.283
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.587,3.29,0.862,0.208
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.583,3.27,0.848,0.269
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.582,3.26,0.83,0.281
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.581,3.26,0.849,0.254
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.582,3.26,0.86,0.288
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.577,3.23,0.839,0.234
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.577,3.23,0.853,0.23
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.571,3.2,0.845,0.242
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.569,3.19,0.851,0.289
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.568,3.18,0.835,0.235
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.566,3.17,0.839,0.286
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.563,3.15,0.845,0.239
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.562,3.15,0.849,0.227
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.553,3.1,0.83,0.297
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.549,3.08,0.831,0.291
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.55,3.08,0.844,0.27
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.547,3.06,0.841,0.285
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.543,3.04,0.815,0.289
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.543,3.04,0.84,0.301
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.541,3.03,0.831,0.293
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.539,3.02,0.831,0.306
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.536,3.0,0.828,0.286
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.534,2.99,0.817,0.284
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.534,2.99,0.818,0.305
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.533,2.98,0.818,0.279
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.527,2.95,0.83,0.284
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.527,2.95,0.819,0.307
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.527,2.95,0.831,0.238
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.525,2.94,0.814,0.291
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.522,2.93,0.818,0.291
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.521,2.92,0.828,0.302
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.519,2.91,0.818,0.293
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.518,2.9,0.819,0.293
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.516,2.89,0.824,0.295
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.509,2.85,0.823,0.31
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.507,2.84,0.818,0.299
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.506,2.83,0.82,0.308
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.503,2.82,0.825,0.298
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.502,2.81,0.808,0.306
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.501,2.81,0.816,0.295
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.5,2.8,0.819,0.285
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.488,2.73,0.806,0.307
6,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.484,2.71,0.808,0.281
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.482,2.7,0.805,0.292
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.48,2.69,0.788,0.305
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.472,2.64,0.793,0.305
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.464,2.6,0.804,0.294
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.178,0.462,2.59,0.783,0.31
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.463,2.59,0.799,0.309
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.455,2.55,0.792,0.307
6,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,790,0.178,0.438,2.45,0.783,0.311
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.42,2.35,0.777,0.306
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.178,0.413,2.31,0.768,0.308
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.178,0.404,2.26,0.767,0.31
7,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.741,4.15,0.904,0.2
7,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.7,3.92,0.892,0.215
7,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.694,3.89,0.883,0.265
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.676,3.79,0.869,0.223
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.673,3.77,0.882,0.253
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.674,3.77,0.879,0.228
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.672,3.76,0.887,0.2
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.659,3.69,0.877,0.215
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.657,3.68,0.857,0.272
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.647,3.63,0.866,0.228
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.644,3.61,0.875,0.266
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.643,3.6,0.857,0.266
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.643,3.6,0.854,0.286
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.64,3.59,0.863,0.276
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.64,3.58,0.866,0.226
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.623,3.49,0.853,0.277
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.62,3.48,0.851,0.273
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.619,3.47,0.847,0.274
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.609,3.41,0.859,0.29
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.607,3.4,0.858,0.277
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.604,3.39,0.856,0.279
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.604,3.38,0.849,0.29
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.592,3.32,0.845,0.288
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.59,3.3,0.83,0.285
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.588,3.29,0.848,0.278
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.58,3.25,0.847,0.264
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.574,3.21,0.841,0.275
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.57,3.19,0.837,0.289
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.178,0.566,3.17,0.83,0.293
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.178,0.549,3.08,0.815,0.292
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.178,0.54,3.03,0.816,0.293
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.539,3.02,0.826,0.289
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.531,2.98,0.819,0.287
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.178,0.526,2.95,0.821,0.297
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.521,2.92,0.817,0.295
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.49,2.75,0.806,0.293
8,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.703,3.94,0.888,0.217
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.696,3.9,0.876,0.26
8,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.669,3.75,0.872,0.272
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.649,3.64,0.869,0.261
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.178,0.634,3.55,0.848,0.277
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.62,3.47,0.855,0.281
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.618,3.46,0.851,0.272
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.178,0.599,3.36,0.844,0.281
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.598,3.35,0.842,0.279
9,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.178,0.666,3.73,0.866,0.267
