n_agents,n_families,panel,n,base_rate,auc_pr,lift,auroc,mean_disagreement
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.511,1.37,0.637,0.309
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.645,0.271
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.643,0.28
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.509,1.36,0.627,0.3
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.511,1.36,0.638,0.295
6,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.511,1.36,0.641,0.3
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.51,1.36,0.637,0.293
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.511,1.36,0.636,0.302
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.507,1.35,0.629,0.295
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.507,1.35,0.644,0.294
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.506,1.35,0.635,0.304
6,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.503,1.34,0.64,0.272
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.504,1.34,0.633,0.287
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.501,1.34,0.621,0.311
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.504,1.34,0.633,0.306
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.504,1.34,0.632,0.303
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.502,1.34,0.627,0.309
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.498,1.33,0.633,0.271
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.497,1.33,0.619,0.293
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.499,1.33,0.626,0.303
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.497,1.33,0.631,0.293
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.498,1.33,0.624,0.305
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.495,1.32,0.628,0.29
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.496,1.32,0.629,0.308
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.493,1.32,0.615,0.294
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.49,1.31,0.621,0.269
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.492,1.31,0.616,0.277
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.489,1.31,0.619,0.279
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.489,1.31,0.621,0.289
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.49,1.31,0.627,0.29
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.492,1.31,0.622,0.301
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.493,1.31,0.615,0.313
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.49,1.31,0.617,0.296
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.487,1.3,0.619,0.297
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.488,1.3,0.599,0.302
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.488,1.3,0.61,0.312
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.488,1.3,0.618,0.288
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.485,1.29,0.608,0.27
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.483,1.29,0.604,0.295
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.482,1.29,0.601,0.303
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.485,1.29,0.616,0.302
6,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.481,1.29,0.613,0.311
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.484,1.29,0.605,0.289
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.48,1.28,0.592,0.296
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,789,0.375,0.477,1.27,0.605,0.276
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.476,1.27,0.598,0.283
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.475,1.27,0.608,0.276
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.477,1.27,0.6,0.29
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.475,1.27,0.607,0.296
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.477,1.27,0.612,0.296
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.478,1.27,0.602,0.293
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,789,0.375,0.473,1.26,0.59,0.276
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.473,1.26,0.603,0.285
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.471,1.26,0.603,0.268
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.47,1.26,0.589,0.291
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.472,1.26,0.598,0.299
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.472,1.26,0.602,0.288
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.47,1.25,0.593,0.297
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.467,1.25,0.589,0.3
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.466,1.24,0.59,0.294
6,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,789,0.375,0.46,1.23,0.56,0.254
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.375,0.459,1.23,0.574,0.276
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.375,0.46,1.23,0.59,0.275
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.459,1.23,0.588,0.295
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.457,1.22,0.588,0.289
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.454,1.21,0.588,0.282
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.375,0.45,1.2,0.556,0.274
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.441,1.18,0.562,0.271
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.541,1.44,0.664,0.273
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.531,1.42,0.65,0.282
7,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.531,1.42,0.651,0.293
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.528,1.41,0.655,0.281
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.526,1.4,0.655,0.264
7,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.523,1.4,0.648,0.29
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.52,1.39,0.638,0.267
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.52,1.39,0.64,0.289
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.519,1.39,0.637,0.281
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.514,1.37,0.637,0.269
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.515,1.37,0.623,0.288
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.514,1.37,0.636,0.284
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.512,1.37,0.634,0.284
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.637,0.271
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.511,1.36,0.641,0.278
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.623,0.29
7,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.632,0.297
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.507,1.35,0.626,0.272
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.507,1.35,0.632,0.284
7,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.506,1.35,0.625,0.283
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.504,1.34,0.627,0.268
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.502,1.34,0.62,0.284
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.499,1.33,0.626,0.275
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.498,1.33,0.62,0.286
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.497,1.33,0.614,0.29
7,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.5,1.33,0.62,0.29
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.494,1.32,0.62,0.276
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.489,1.31,0.599,0.275
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.49,1.31,0.615,0.274
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.486,1.3,0.605,0.268
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.487,1.3,0.604,0.276
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.489,1.3,0.611,0.285
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.487,1.3,0.615,0.287
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.483,1.29,0.593,0.268
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.471,1.26,0.593,0.267
7,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.471,1.26,0.591,0.273
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.531,1.42,0.65,0.262
8,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.532,1.42,0.65,0.274
8,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.523,1.4,0.637,0.28
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.519,1.39,0.64,0.267
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.513,1.37,0.622,0.266
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.512,1.37,0.632,0.277
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.508,1.36,0.622,0.268
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.502,1.34,0.62,0.269
8,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.497,1.33,0.612,0.267
9,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.519,1.39,0.633,0.262
