n_agents,n_families,panel,n,base_rate,auc_pr,lift,auroc,mean_disagreement
4,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-plus,789,0.375,0.439,1.17,0.57,0.334
4,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.438,1.17,0.576,0.315
4,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,789,0.375,0.438,1.17,0.563,0.35
4,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol,786,0.377,0.441,1.17,0.565,0.291
4,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.375,0.44,1.17,0.568,0.342
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-35b-a3b,788,0.376,0.434,1.16,0.576,0.272
4,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,788,0.376,0.436,1.16,0.58,0.353
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b,789,0.375,0.434,1.16,0.565,0.318
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-35b-a3b,789,0.375,0.431,1.15,0.575,0.305
4,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol,787,0.376,0.431,1.15,0.552,0.299
4,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,789,0.374,0.431,1.15,0.58,0.353
4,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.433,1.15,0.569,0.336
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b,788,0.376,0.429,1.14,0.565,0.278
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol,786,0.377,0.429,1.14,0.551,0.289
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-plus,789,0.375,0.426,1.14,0.562,0.324
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b,789,0.375,0.428,1.14,0.565,0.313
4,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b,789,0.375,0.429,1.14,0.573,0.316
4,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,789,0.375,0.425,1.13,0.552,0.346
4,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,789,0.375,0.426,1.13,0.557,0.338
4,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b,789,0.375,0.421,1.12,0.547,0.332
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b,786,0.377,0.418,1.11,0.523,0.241
4,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b,789,0.375,0.415,1.11,0.552,0.325
4,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b,788,0.376,0.419,1.11,0.526,0.278
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b,787,0.376,0.411,1.09,0.516,0.273
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-35b-a3b,789,0.375,0.409,1.09,0.549,0.315
4,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b,788,0.376,0.411,1.09,0.511,0.28
4,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b,789,0.375,0.406,1.08,0.539,0.32
4,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b,788,0.376,0.394,1.05,0.502,0.248
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.534,1.42,0.668,0.283
5,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.534,1.42,0.662,0.308
5,3,llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.532,1.42,0.672,0.292
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.522,1.39,0.649,0.298
5,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.521,1.39,0.653,0.32
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.516,1.38,0.662,0.289
5,2,llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.518,1.38,0.658,0.285
5,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.516,1.38,0.653,0.304
5,3,llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.516,1.38,0.657,0.289
5,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.518,1.38,0.653,0.313
5,2,gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.375,0.516,1.38,0.655,0.308
5,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.515,1.37,0.645,0.314
5,3,llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.375,0.515,1.37,0.652,0.308
5,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.509,1.36,0.648,0.325
5,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.511,1.36,0.639,0.329
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.505,1.35,0.644,0.303
5,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.506,1.35,0.638,0.318
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.507,1.35,0.649,0.289
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.506,1.35,0.639,0.314
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.501,1.34,0.636,0.29
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.502,1.34,0.64,0.298
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.501,1.34,0.64,0.301
5,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.502,1.34,0.638,0.309
5,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.502,1.34,0.645,0.31
5,3,llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.375,0.503,1.34,0.643,0.306
5,3,llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.374,0.501,1.34,0.641,0.317
5,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.502,1.34,0.632,0.334
5,2,gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.374,0.501,1.34,0.646,0.319
5,2,llama-3.1-8b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.498,1.33,0.638,0.3
5,3,llama-3.1-8b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.497,1.33,0.638,0.304
5,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.497,1.33,0.636,0.326
5,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.499,1.33,0.627,0.334
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.493,1.32,0.625,0.302
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.493,1.32,0.622,0.311
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.496,1.32,0.633,0.303
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,789,0.375,0.497,1.32,0.639,0.291
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.493,1.32,0.637,0.321
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.492,1.31,0.612,0.305
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.49,1.31,0.622,0.312
5,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.492,1.31,0.623,0.321
5,3,llama-3.1-8b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.49,1.31,0.625,0.322
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,789,0.375,0.492,1.31,0.624,0.293
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.49,1.31,0.625,0.32
5,3,llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.374,0.492,1.31,0.629,0.314
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.49,1.31,0.61,0.323
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.491,1.31,0.622,0.319
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-plus,788,0.376,0.488,1.3,0.627,0.27
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.488,1.3,0.632,0.296
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.488,1.3,0.617,0.327
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.487,1.3,0.621,0.306
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.487,1.3,0.626,0.31
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.486,1.3,0.619,0.315
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.488,1.3,0.62,0.323
5,2,gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,788,0.374,0.488,1.3,0.629,0.323
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.484,1.29,0.626,0.283
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.485,1.29,0.617,0.295
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.483,1.29,0.623,0.295
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,789,0.375,0.485,1.29,0.625,0.3
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.375,0.483,1.29,0.617,0.292
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.483,1.29,0.626,0.297
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.484,1.29,0.607,0.317
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.483,1.29,0.616,0.32
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.485,1.29,0.618,0.324
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.483,1.29,0.619,0.326
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b,788,0.376,0.48,1.28,0.609,0.272
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-plus,790,0.375,0.478,1.28,0.621,0.28
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,789,0.375,0.479,1.28,0.606,0.311
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.48,1.28,0.614,0.332
5,3,llama-3.1-8b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.375,0.481,1.28,0.624,0.318
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,789,0.375,0.48,1.28,0.608,0.302
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.475,1.27,0.606,0.297
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.476,1.27,0.624,0.293
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.477,1.27,0.604,0.318
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.475,1.27,0.607,0.301
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.477,1.27,0.611,0.308
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-plus,790,0.375,0.476,1.27,0.601,0.324
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.475,1.27,0.605,0.319
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-35b-a3b,788,0.376,0.472,1.26,0.61,0.27
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-plus,789,0.375,0.472,1.26,0.6,0.303
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.472,1.26,0.611,0.304
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.472,1.26,0.613,0.307
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.471,1.26,0.606,0.32
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b,790,0.375,0.474,1.26,0.593,0.327
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.471,1.26,0.606,0.307
5,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.473,1.26,0.604,0.317
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.474,1.26,0.604,0.321
5,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.474,1.26,0.606,0.322
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,789,0.375,0.47,1.25,0.591,0.314
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.469,1.25,0.607,0.331
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.375,0.469,1.25,0.607,0.302
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.466,1.24,0.594,0.333
5,3,llama-3.1-8b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,789,0.374,0.462,1.24,0.608,0.325
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-plus,790,0.375,0.46,1.23,0.589,0.28
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.462,1.23,0.609,0.278
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b,789,0.375,0.462,1.23,0.583,0.305
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.459,1.23,0.598,0.313
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.459,1.23,0.599,0.295
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.462,1.23,0.605,0.301
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.46,1.23,0.589,0.327
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.461,1.23,0.595,0.331
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.375,0.462,1.23,0.59,0.302
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol,787,0.376,0.46,1.22,0.571,0.25
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.375,0.457,1.22,0.57,0.309
5,3,llama-3.1-8b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b,790,0.375,0.459,1.22,0.585,0.324
5,2,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,788,0.376,0.459,1.22,0.571,0.278
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.375,0.456,1.22,0.569,0.3
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-plus,790,0.375,0.455,1.21,0.59,0.31
5,2,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,789,0.375,0.454,1.21,0.56,0.283
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.375,0.454,1.21,0.591,0.311
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.452,1.21,0.59,0.317
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol,789,0.375,0.448,1.2,0.561,0.277
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-plus,790,0.375,0.448,1.2,0.57,0.304
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-35b-a3b,789,0.375,0.449,1.2,0.586,0.304
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.375,0.45,1.2,0.553,0.308
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b,790,0.375,0.445,1.19,0.572,0.277
5,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.447,1.19,0.576,0.297
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-plus,789,0.375,0.443,1.18,0.569,0.286
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.442,1.18,0.578,0.273
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.442,1.18,0.581,0.308
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol,788,0.376,0.441,1.17,0.554,0.259
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-27b,790,0.375,0.437,1.17,0.553,0.301
5,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.437,1.17,0.558,0.303
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+gpt-oss-20b+gpt-oss-120b+qwen3.6-35b-a3b,790,0.375,0.432,1.15,0.56,0.297
5,2,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-oss-120b,789,0.375,0.426,1.14,0.516,0.248
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-27b,789,0.375,0.429,1.14,0.548,0.283
5,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+qwen3.6-35b-a3b,789,0.375,0.425,1.13,0.556,0.279
6,3,llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.539,1.44,0.665,0.293
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.537,1.43,0.67,0.274
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.53,1.41,0.656,0.282
6,3,llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.529,1.41,0.658,0.302
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.525,1.4,0.641,0.292
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.525,1.4,0.653,0.286
6,3,llama-3.3-70b-instruct+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.525,1.4,0.657,0.29
6,3,llama-3.1-8b-instruct+llama-3.3-70b-instruct+llama-4-maverick+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.52,1.39,0.646,0.268
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.522,1.39,0.652,0.285
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.522,1.39,0.652,0.285
6,3,llama-4-maverick+gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.519,1.39,0.64,0.305
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-plus,790,0.375,0.516,1.38,0.646,0.29
6,2,gpt-oss-20b+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.519,1.38,0.646,0.31
6,3,llama-3.1-8b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.513,1.37,0.638,0.295
6,3,llama-3.3-70b-instruct+llama-4-maverick+gpt-oss-120b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b,790,0.375,0.515,1.37,0.641,0.285
6,3,llama-3.3-70b-instruct+gpt-oss-20b+gpt-5.6-sol+qwen3.6-27b+qwen3.6-35b-a3b+qwen3.6-plus,790,0.375,0.515,1.37,0.647,0.298
